L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,attack_cat
46393,143,6,4.0,7804,122,15288,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7804.0,15288.0,2234,29,5976,31,62432000,122304000,222,16,6,2,2,50680,47784,47616,186,0,0,0,0.0,0,Benign
21963,80,6,7.0,834,10,1458,8,27,27,19,0,0,0,62,63,601,40,40,601,834.0,1458.0,241,1,601,1,6672000,11664000,14,2,0,2,0,16383,16383,61696,241,0,0,0,0.0,1,Exploits
13111,38811,6,0.0,2974,48,30814,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,30814.0,547,6,14987,17,23792000,246512000,74,0,4,0,20,30408,14480,8960,35,0,0,0,0.0,0,Benign
50636,143,6,4.0,7806,122,15450,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7806.0,15450.0,2235,29,6057,31,62448000,123600000,222,16,6,2,2,50680,47784,47872,187,0,0,0,0.0,0,Benign
62978,36515,6,0.0,2766,44,28906,46,27,27,27,0,0,0,31,32,1380,52,52,1380,2766.0,28906.0,547,6,14033,15,22128000,231248000,70,0,0,0,20,27512,14480,8960,35,0,0,0,0.0,0,Benign
33107,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
19711,5190,6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign
5273,2745,6,0.0,2854,46,31458,48,27,27,27,0,0,0,31,32,1352,52,52,1352,2854.0,31458.0,539,6,15309,16,22832000,251664000,72,0,0,0,22,28960,14480,6912,27,0,0,0,0.0,0,Benign
5149,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
9176,6881,6,0.0,1540,16,1644,18,27,27,27,4294951,16,16,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,720000,768000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
43510,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14976000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
36860,42955,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
46297,47241,6,0.0,5080,28,3080,30,27,27,27,0,0,0,31,32,1172,52,52,1172,5080.0,3080.0,2120,6,1068,6,40640000,24640000,36,18,2,0,2,14480,14480,18432,72,0,0,0,0.0,0,Benign
3067,22627,6,0.0,320,6,1964,8,27,19,27,0,0,0,31,32,822,52,52,822,320.0,1964.0,0,0,822,1,2560000,15712000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
32964,143,6,4.0,7800,122,15090,126,27,27,27,4294951,16,16,31,32,1500,52,52,1500,7800.0,15090.0,2232,29,5877,31,3664000,7096000,222,18,4,2,2,50680,47784,47104,184,0,0,0,0.0,0,Benign
46322,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
14015,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,37658,1,60,0.0,0,Benign
64005,111,6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1,Reconnaissance
4684,46657,6,0.0,2438,38,19186,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,19186.0,539,6,9173,12,19504000,153488000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
8995,53,17,0.0,130,2,0,0,0,0,0,0,0,0,31,31,65,65,0,65,130.0,0.0,0,0,0,0,1040000,0,2,0,0,0,0,0,0,0,0,34438,1,0,0.0,0,Benign
6366,57487,6,0.0,3390,56,44134,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,44134.0,547,6,21647,21,27120000,353072000,82,0,0,0,32,36200,14480,8960,35,0,0,0,0.0,0,Benign
19237,12964,6,0.0,3390,56,41008,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,41008.0,547,6,20084,21,27120000,328064000,82,0,4,0,28,36200,14480,8960,35,0,0,0,0.0,0,Benign
19266,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
4016,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
11522,25,6,3.0,37868,54,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37868.0,3276.0,18462,18,958,7,302944000,26208000,66,2,2,0,24,15928,31856,7680,30,0,0,0,0.0,0,Benign
10983,40977,6,0.0,3406,56,35712,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3406.0,35712.0,555,6,17436,20,27248000,285696000,80,8,0,0,24,34752,14480,11008,43,0,0,0,0.0,0,Benign
45767,111,17,0.0,568,4,320,4,0,0,0,0,0,0,31,32,142,80,80,142,568.0,320.0,0,0,0,0,4544000,2560000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
21465,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
1090,22,6,92.0,14512,100,17134,100,27,27,27,0,0,0,31,32,1028,52,52,1028,14512.0,17134.0,5744,21,7575,31,116096000,137072000,158,16,6,18,2,50680,36200,28672,112,0,0,0,0.0,0,Benign
10800,21,6,1.0,2383,43,3230,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3472.0,563,9,1066,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
56388,25,6,3.0,37164,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37164.0,3276.0,18110,17,958,7,297312000,26208000,64,2,2,0,24,15928,30408,48640,190,0,0,0,0.0,0,Benign
64925,80,6,7.0,1684,14,10168,18,27,27,27,4294936,31,31,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,416000,2536000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
53629,30035,6,0.0,2854,46,29218,48,27,27,27,0,0,0,31,32,1352,52,52,1352,2854.0,29218.0,539,6,14189,16,22832000,233744000,72,2,0,0,20,28960,14480,6912,27,0,0,0,0.0,0,Benign
13124,11001,6,0.0,2438,38,19242,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,19242.0,539,6,9201,12,19504000,153936000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
3462,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
61459,18712,17,0.0,520,4,304,4,0,0,0,0,0,0,31,32,144,52,52,144,520.0,304.0,0,0,0,0,4160000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
12703,44685,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
58477,25,6,3.0,37146,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37146.0,3380.0,18101,17,958,7,297168000,27040000,66,2,2,0,24,15928,30408,46336,181,0,0,0,0.0,0,Benign
58251,61234,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
4224,143,6,4.0,7818,122,14598,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7818.0,14598.0,2241,29,5631,31,62544000,116784000,222,20,4,0,2,50680,47784,49408,193,0,0,0,0.0,0,Benign
43611,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,4094,1,60,0.0,0,Benign
49849,5190,6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign
56579,21,6,1.0,2383,43,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2442.0,3500.0,563,9,1126,13,10256000,14400000,93,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0,Benign
20566,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
45590,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
3681,47803,6,0.0,4862,84,82278,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,82278.0,555,6,40719,35,38896000,658224000,110,0,0,0,60,56472,14480,11008,43,0,0,0,0.0,0,Benign
24023,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
1461,54242,6,0.0,4776,28,3080,30,27,27,27,0,0,0,31,32,1020,52,52,1020,4776.0,3080.0,1968,6,1068,6,38208000,24640000,36,18,2,2,0,14480,14480,45056,176,0,0,0,0.0,0,Benign
20334,15844,6,0.0,2334,36,13968,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,13968.0,539,6,6564,10,18672000,111744000,60,2,0,2,8,20272,13032,6912,27,0,0,0,0.0,0,Benign
40745,21,6,1.0,2059,37,2814,39,24,24,24,4294951,16,16,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,4200000,2968000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
6849,6881,6,0.0,13142,228,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,13142.0,548216.0,1679,20,272908,196,105136000,90760704,278,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0,Benign
46445,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,4296,1,60,0.0,0,Benign
7220,5100,6,0.0,3806,64,50996,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,50996.0,547,6,25078,25,30448000,407968000,94,0,0,0,36,41992,14480,8960,35,0,0,0,0.0,0,Benign
50264,29339,6,0.0,3926,66,54462,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,54462.0,555,6,26811,26,31408000,435696000,92,0,0,6,36,43440,14480,11008,43,0,0,0,0.0,0,Benign
52312,61400,6,0.0,2974,48,32564,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,32564.0,547,6,15862,17,23792000,260512000,74,0,0,4,20,30408,14480,8960,35,0,0,0,0.0,0,Benign
64040,15885,6,0.0,3390,56,40986,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,40986.0,547,6,20073,21,27120000,327888000,82,0,4,0,28,36200,14480,8960,35,0,0,0,0.0,0,Benign
20374,64392,6,0.0,2334,36,16438,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16438.0,539,6,7799,11,18672000,131504000,62,0,0,2,10,21720,14480,6912,27,0,0,0,0.0,0,Benign
12704,514,17,17.0,220,2,0,0,0,0,0,0,0,0,254,254,110,110,0,110,220.0,0.0,0,0,0,0,1760000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Fuzzers
51936,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
36014,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
23069,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
55845,25,6,3.0,37308,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37308.0,3380.0,18182,17,958,7,298464000,27040000,66,2,2,0,24,15928,30408,1536,6,0,0,0,0.0,0,Benign
18967,64203,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
2815,6881,6,0.0,20796,368,921668,722,27,27,27,4294952,15,15,31,32,1500,52,52,1500,20796.0,921668.0,2438,31,459062,327,10392000,460832000,440,0,4,54,592,65160,50680,34304,134,0,0,0,0.0,0,Benign
42420,1440,6,0.0,4118,70,60592,70,27,27,27,0,0,0,31,32,1352,52,52,1352,4118.0,60592.0,547,6,29876,27,32944000,484736000,96,0,0,0,44,44888,14480,8960,35,0,0,0,0.0,0,Benign
63433,5190,6,0.0,2128,26,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,2128.0,4312.0,644,5,1788,5,17024000,34496000,44,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign
28951,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
58754,21,6,1.0,566,10,654,9,24,24,24,0,0,0,31,32,106,52,52,106,566.0,654.0,127,2,170,2,3560000,4016000,19,0,0,0,0,21720,18824,32512,127,0,0,0,125.0,0,Benign
62918,24160,6,0.0,320,6,1930,8,27,19,27,0,0,0,31,32,805,52,52,805,320.0,1930.0,0,0,805,1,2560000,15440000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
63170,25526,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
3671,22,6,92.0,3728,32,5474,24,27,27,27,0,0,0,31,32,900,52,52,900,3728.0,5474.0,1340,6,2421,6,29824000,43792000,42,4,4,6,0,14480,14480,15360,60,0,0,0,0.0,0,Benign
3942,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
54857,25707,6,0.0,4976,28,3080,30,27,27,27,0,0,0,31,32,1120,52,52,1120,4976.0,3080.0,2068,6,1068,6,39808000,24640000,36,18,2,0,2,14480,14480,5120,20,0,0,0,0.0,0,Benign
6730,46216,6,0.0,4862,84,76316,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,76316.0,555,6,37738,35,38896000,610528000,110,6,0,0,54,56472,14480,11008,43,0,0,0,0.0,0,Benign
62863,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,3320,3,12640000,81344000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
15310,25,6,3.0,37272,52,3380,42,27,27,27,4294951,16,16,31,32,1500,52,52,1500,37272.0,3380.0,18164,17,958,7,17536000,1584000,66,2,2,0,24,15928,30408,62464,244,0,0,0,0.0,0,Benign
5911,50431,6,0.0,3390,56,42312,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,42312.0,547,6,20736,21,27120000,338496000,82,0,0,4,28,36200,14480,8960,35,0,0,0,0.0,0,Benign
46238,19734,6,0.0,528,12,0,0,2,2,0,4294936,31,0,254,255,44,44,0,44,528.0,0.0,0,0,0,0,128000,0,12,0,0,0,0,45896,0,0,0,0,0,0,0.0,0,Benign
55867,14524,17,0.0,512,4,304,4,0,0,0,0,0,0,31,32,140,52,52,140,512.0,304.0,0,0,0,0,4096000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
43607,22,6,92.0,3728,32,5474,24,27,27,27,0,0,0,31,32,900,52,52,900,3728.0,5474.0,1340,6,2421,6,29824000,43792000,42,4,4,6,0,14480,14480,15360,60,0,0,0,0.0,0,Benign
46907,41939,6,0.0,320,6,1924,8,27,19,27,0,0,0,31,32,802,52,52,802,320.0,1924.0,0,0,802,1,2560000,15392000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
39110,51001,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
32349,80,6,7.0,1710,22,115678,92,27,27,19,0,0,0,62,63,1500,40,40,1500,1710.0,115678.0,439,1,57711,43,13680000,925424000,30,0,8,0,76,16383,16383,46848,183,0,0,0,0.0,1,Generic
38325,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
53534,25,6,3.0,37222,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37222.0,3380.0,18139,17,958,7,297776000,27040000,66,2,2,0,24,15928,30408,56064,219,0,0,0,0.0,0,Benign
25263,23828,6,0.0,4448,18,2456,18,27,27,27,0,0,0,31,32,1116,52,52,1116,4448.0,2456.0,2064,6,1068,6,35584000,19648000,14,18,2,0,2,14480,14480,4096,16,0,0,0,0.0,0,Benign
10851,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
50050,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
17621,16310,6,0.0,3992,18,2560,20,27,27,27,0,0,0,31,32,888,52,52,888,3992.0,2560.0,1836,6,1068,6,31936000,20480000,16,18,2,2,0,14480,14480,11264,44,0,0,0,0.0,0,Benign
50505,5190,6,0.0,1958,22,2412,26,27,27,27,0,0,0,31,32,485,52,52,485,1958.0,2412.0,663,5,786,5,15664000,19296000,44,0,4,0,0,13032,13032,38656,151,0,0,0,0.0,0,Benign
1824,9982,17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
28371,25,6,3.0,37316,52,3172,38,27,27,27,0,0,0,31,32,1500,52,52,1500,37316.0,3172.0,18186,17,958,7,298528000,25376000,62,2,2,0,24,15928,30408,2560,10,0,0,0,0.0,0,Benign
8704,46753,17,0.0,520,4,304,4,0,0,0,0,0,0,31,32,144,52,52,144,520.0,304.0,0,0,0,0,4160000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
5101,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
62039,25,6,3.0,37552,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37552.0,3380.0,18304,17,958,7,300416000,27040000,66,2,2,0,24,15928,30408,32768,128,0,0,0,0.0,0,Benign
16599,80,6,7.0,1684,14,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,792000,4784000,20,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
3309,47362,6,0.0,3614,60,49036,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,49036.0,555,6,24098,23,28912000,392288000,86,0,0,0,36,39096,14480,11008,43,0,0,0,0.0,0,Benign
33738,56445,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
34645,12705,6,0.0,320,6,1952,8,27,19,27,0,0,0,31,32,816,52,52,816,320.0,1952.0,0,0,816,1,2560000,15616000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
48956,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
1834,18996,6,0.0,4776,28,3080,30,27,27,27,0,0,0,31,32,1020,52,52,1020,4776.0,3080.0,1968,6,1068,6,38208000,24640000,36,18,2,2,0,14480,14480,45056,176,0,0,0,0.0,0,Benign
33595,21,6,1.0,2059,37,2816,39,24,24,24,4294951,16,16,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,2560000,2976000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
17454,6881,6,0.0,6008,98,201712,170,27,27,27,0,0,0,31,32,1500,52,52,1500,6008.0,201712.0,920,9,100228,73,48064000,1613696000,124,0,4,10,130,65160,18824,38912,152,0,0,0,0.0,0,Benign
15623,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
2761,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,208000,200000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
29790,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
19288,80,6,7.0,794,10,2412,8,27,27,19,0,0,0,62,63,1078,40,40,1078,794.0,2412.0,221,1,1078,1,6352000,19296000,14,2,0,0,2,16383,16383,56576,221,0,0,0,0.0,1,Exploits
35956,15131,6,0.0,5120,28,3080,30,27,27,27,0,0,0,31,32,1192,52,52,1192,5120.0,3080.0,2140,6,1068,6,40960000,24640000,36,18,2,0,2,14480,14480,23552,92,0,0,0,0.0,0,Benign
55432,23857,6,0.0,2958,48,32796,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2958.0,32796.0,539,6,15978,17,23664000,262368000,74,0,0,2,22,30408,14480,6912,27,0,0,0,0.0,0,Benign
50949,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,25248,1,60,0.0,0,Benign
2712,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
6072,46535,6,0.0,2974,48,33882,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,33882.0,547,6,16521,17,23792000,271056000,74,0,0,0,24,30408,14480,8960,35,0,0,0,0.0,0,Benign
59409,63455,6,0.0,2334,36,16822,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16822.0,539,6,7991,11,18672000,134576000,62,0,0,2,10,21720,14480,6912,27,0,0,0,0.0,0,Benign
23901,25,6,3.0,37154,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37154.0,3380.0,18105,17,958,7,297232000,27040000,66,2,2,0,24,15928,30408,47360,185,0,0,0,0.0,0,Benign
41672,53090,6,0.0,3390,56,42510,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,42510.0,547,6,20835,21,27120000,340080000,82,0,0,4,28,36200,14480,8960,35,0,0,0,0.0,0,Benign
12459,111,17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,Reconnaissance
35144,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
35738,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
61326,59107,6,0.0,3926,66,58386,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,58386.0,555,6,28773,26,31408000,467088000,92,0,0,0,42,43440,14480,11008,43,0,0,0,0.0,0,Benign
59055,21781,6,0.0,4256,18,2456,18,27,27,27,0,0,0,31,32,1020,52,52,1020,4256.0,2456.0,1968,6,1068,6,34048000,19648000,14,18,2,2,0,14480,14480,45056,176,0,0,0,0.0,0,Benign
18769,80,6,7.0,18578,348,1087890,746,27,27,27,0,0,0,31,32,1500,52,52,1500,18578.0,1087890.0,289,1,543733,369,148624000,113185408,354,0,20,0,720,65160,7240,8448,33,0,0,0,0.0,0,Benign
26570,21,6,1.0,1251,23,1751,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1993.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
